track_id,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
2DlHlPMa4M17kufBvI2lEN,rock,0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066,audio_features,spotify:track:2DlHlPMa4M17kufBvI2lEN,https://api.spotify.com/v1/tracks/2DlHlPMa4M17kufBvI2lEN,https://api.spotify.com/v1/audio-analysis/2DlHlPMa4M17kufBvI2lEN,210240,4
2dono2Koz7DEvGwxUsmMLq,rock,0.404,0.393,2,-6.607,1,0.0262,0.806,0.000443,0.0938,0.403,98.217,audio_features,spotify:track:2dono2Koz7DEvGwxUsmMLq,https://api.spotify.com/v1/tracks/2dono2Koz7DEvGwxUsmMLq,https://api.spotify.com/v1/audio-analysis/2dono2Koz7DEvGwxUsmMLq,186000,4
6ORqU0bHbVCRjXm9AjyHyZ,rock,0.475,0.432,7,-7.844,1,0.0302,0.183,0.0,0.161,0.648,94.605,audio_features,spotify:track:6ORqU0bHbVCRjXm9AjyHyZ,https://api.spotify.com/v1/tracks/6ORqU0bHbVCRjXm9AjyHyZ,https://api.spotify.com/v1/audio-analysis/6ORqU0bHbVCRjXm9AjyHyZ,153467,4
4P5KoWXOxwuobLmHXLMobV,rock,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,audio_features,spotify:track:4P5KoWXOxwuobLmHXLMobV,https://api.spotify.com/v1/tracks/4P5KoWXOxwuobLmHXLMobV,https://api.spotify.com/v1/audio-analysis/4P5KoWXOxwuobLmHXLMobV,218920,4
3dPQuX8Gs42Y7b454ybpMR,rock,0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,audio_features,spotify:track:3dPQuX8Gs42Y7b454ybpMR,https://api.spotify.com/v1/tracks/3dPQuX8Gs42Y7b454ybpMR,https://api.spotify.com/v1/audio-analysis/3dPQuX8Gs42Y7b454ybpMR,232107,4
6L89mwZXSOwYl76YXfX13s,rock,0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71e-06,0.091,0.781,85.064,audio_features,spotify:track:6L89mwZXSOwYl76YXfX13s,https://api.spotify.com/v1/tracks/6L89mwZXSOwYl76YXfX13s,https://api.spotify.com/v1/audio-analysis/6L89mwZXSOwYl76YXfX13s,181533,4
6jgkEbmQ2F2onEqsEhiliL,rock,0.501,0.765,6,-7.063,0,0.0281,0.00294,0.49,0.184,0.46,91.771,audio_features,spotify:track:6jgkEbmQ2F2onEqsEhiliL,https://api.spotify.com/v1/tracks/6jgkEbmQ2F2onEqsEhiliL,https://api.spotify.com/v1/audio-analysis/6jgkEbmQ2F2onEqsEhiliL,190846,4
2m1hi0nfMR9vdGC8UcrnwU,rock,0.434,0.897,0,-4.918,1,0.0488,0.0103,0.0,0.612,0.685,148.708,audio_features,spotify:track:2m1hi0nfMR9vdGC8UcrnwU,https://api.spotify.com/v1/tracks/2m1hi0nfMR9vdGC8UcrnwU,https://api.spotify.com/v1/audio-analysis/2m1hi0nfMR9vdGC8UcrnwU,167067,4
37zuIvk4KBkAxxLJsxJaHq,rock,0.521,0.526,5,-6.032,1,0.0281,0.243,0.00537,0.108,0.502,130.694,audio_features,spotify:track:37zuIvk4KBkAxxLJsxJaHq,https://api.spotify.com/v1/tracks/37zuIvk4KBkAxxLJsxJaHq,https://api.spotify.com/v1/audio-analysis/37zuIvk4KBkAxxLJsxJaHq,268293,4
7H0ya83CMmgFcOhw0UB6ow,rock,0.508,0.792,0,-7.311,0,0.0297,0.229,0.124,0.145,0.601,147.067,audio_features,spotify:track:7H0ya83CMmgFcOhw0UB6ow,https://api.spotify.com/v1/tracks/7H0ya83CMmgFcOhw0UB6ow,https://api.spotify.com/v1/audio-analysis/7H0ya83CMmgFcOhw0UB6ow,320467,4
