iter	MultiClass
1596	0.8902491804
1597	0.8901466752
1598	0.8900635595
1599	0.889896089
1600	0.8897299705
1601	0.8896077814
1602	0.8894863558
1603	0.8893126538
1604	0.8891390846
1605	0.8890279003
1606	0.888907844
1607	0.8887185582
1608	0.888570999
1609	0.8884454529
1610	0.8883327723
1611	0.888158836
1612	0.8879965841
1613	0.8878504602
1614	0.8876841069
1615	0.8875351995
1616	0.8873314377
1617	0.8871808069
1618	0.8870980386
1619	0.8869806532
1620	0.8869108788
1621	0.8868237213
1622	0.8866781446
1623	0.8865653042
1624	0.8863712947
1625	0.8862480715
1626	0.8861329518
1627	0.886008076
1628	0.8858423628
1629	0.8856679955
1630	0.8855283789
1631	0.8853925507
1632	0.8852739174
1633	0.8850951791
1634	0.8849492955
1635	0.8848056325
1636	0.884636764
1637	0.8845305356
1638	0.8844246999
1639	0.8842216257
1640	0.8840548872
1641	0.8839645065
1642	0.8838533106
1643	0.8836784059
1644	0.8835614045
1645	0.8833270762
1646	0.883129809
1647	0.8830148359
1648	0.8829034685
1649	0.8826650696
1650	0.882514299
1651	0.8823379747
1652	0.8821907395
1653	0.8820394865
1654	0.8819137584
1655	0.8817306146
1656	0.8815665608
1657	0.8814979291
1658	0.8813531002
1659	0.8812126211
1660	0.8810336057
1661	0.880842541
1662	0.8807325154
1663	0.8806578159
1664	0.8805414403
1665	0.8803886965
1666	0.8802335101
1667	0.8800848106
1668	0.8799582404
1669	0.8797457717
1670	0.8796035935
1671	0.8794631897
1672	0.8793302543
1673	0.8792116602
1674	0.8790441237
1675	0.8789256762
1676	0.878792824
1677	0.8786984943
1678	0.8786198376
1679	0.8785002828
1680	0.878351317
1681	0.8782763969
1682	0.8781037625
1683	0.8779765506
1684	0.8778729273
1685	0.8777716838
1686	0.8776419591
1687	0.8773957942
1688	0.8772731692
1689	0.8771278027
1690	0.8769819766
1691	0.8768548864
1692	0.8768004008
1693	0.8766305584
1694	0.8764152028
1695	0.8763274504
1696	0.8762110972
1697	0.8761055237
1698	0.8758873945
1699	0.8756821161
1700	0.8755653323
1701	0.8754528242
1702	0.8753232518
1703	0.8752352101
1704	0.8750747153
1705	0.8748968308
1706	0.8747499697
1707	0.8746046951
1708	0.8744509571
1709	0.8743416663
1710	0.8742387622
1711	0.8741175065
1712	0.874011052
1713	0.8739067492
1714	0.8738031244
1715	0.8735708772
1716	0.8733982598
1717	0.8733013978
1718	0.8730622195
1719	0.8728930442
1720	0.8727368701
1721	0.8725796202
1722	0.872395758
1723	0.8723122448
1724	0.8722377668
1725	0.8721483274
1726	0.8720167552
1727	0.8719239138
1728	0.8717454966
1729	0.8715947765
1730	0.8714579152
1731	0.8713645011
1732	0.8711762433
1733	0.8710292342
1734	0.870903521
1735	0.8707095399
1736	0.8706044996
1737	0.8704324616
1738	0.8702388197
1739	0.870043455
1740	0.8698909468
1741	0.869784223
1742	0.8695877888
1743	0.8694246772
1744	0.8692922676
1745	0.8691572744
1746	0.8690315677
1747	0.868957045
1748	0.8687771229
1749	0.8686294752
1750	0.8684890773
1751	0.8683849319
1752	0.8681046413
1753	0.8680172432
1754	0.8679256491
1755	0.8677654218
1756	0.8676791829
1757	0.8675161482
1758	0.8673646308
1759	0.8672550503
1760	0.8670897008
1761	0.8669637298
1762	0.8668331664
1763	0.8667109526
1764	0.8665780919
1765	0.8664577857
1766	0.8662902016
1767	0.866161947
1768	0.8660359383
1769	0.8658461448
1770	0.8656841556
1771	0.8655023123
1772	0.8653353942
1773	0.8652203911
1774	0.8650656514
1775	0.8648849982
1776	0.8647716215
1777	0.8645956352
1778	0.8644176729
1779	0.86431103
1780	0.8641149156
1781	0.8639966804
1782	0.8637638756
1783	0.8636264575
1784	0.8634849243
1785	0.8633953518
1786	0.8632383652
1787	0.8630647536
1788	0.8629678506
1789	0.8628831479
1790	0.862806573
1791	0.8627240341
1792	0.862643877
1793	0.8624946379
1794	0.8622665989
1795	0.8621166188
1796	0.8619801024
1797	0.8618527542
1798	0.8616927602
1799	0.8615756553
1800	0.8614601913
1801	0.8612990188
1802	0.861205687
1803	0.8610370495
1804	0.860920681
1805	0.8608136709
1806	0.860704163
1807	0.8605133438
1808	0.8603895577
1809	0.8603120132
1810	0.8602315173
1811	0.8600284278
1812	0.8599090031
1813	0.8597984195
1814	0.8596762674
1815	0.8595496607
1816	0.8594253314
1817	0.8593443912
1818	0.8592326566
1819	0.8590686927
1820	0.858923688
1821	0.858782485
1822	0.85867507
1823	0.8585222411
1824	0.8584026203
1825	0.8583395101
1826	0.8582658875
1827	0.8580752294
1828	0.8579467257
1829	0.857821335
1830	0.8576692304
1831	0.8575309121
1832	0.857403823
1833	0.8573162673
1834	0.8571921465
1835	0.8570842836
1836	0.8569296607
1837	0.8566918669
1838	0.8565229033
1839	0.8564009583
1840	0.8563373375
1841	0.8562173696
1842	0.85605486
1843	0.8559366718
1844	0.8557934059
1845	0.8556551811
1846	0.8555187957
1847	0.8553572716
1848	0.8552593322
1849	0.8551442539
1850	0.8549623987
1851	0.8548420449
1852	0.8547547359
1853	0.8545685101
1854	0.8544662079
1855	0.8543236469
1856	0.8541741529
1857	0.8540448079
1858	0.8539870066
1859	0.8538719383
1860	0.8537231513
1861	0.8535668167
1862	0.8534134955
1863	0.8533457746
1864	0.8532429969
1865	0.8530896421
1866	0.8529790227
1867	0.8528360922
1868	0.8526572366
1869	0.8525226363
1870	0.852388779
1871	0.8522470138
1872	0.8521196623
1873	0.8520060248
1874	0.8519149571
1875	0.8518256149
1876	0.8517426561
1877	0.8515278428
1878	0.8514293545
1879	0.8511851246
1880	0.8510941911
1881	0.8509477571
1882	0.8508052191
1883	0.8505296252
1884	0.8504170062
1885	0.8503032893
1886	0.850198887
1887	0.8500473516
1888	0.8499205681
1889	0.8497820771
1890	0.8495960527
1891	0.8494787997
1892	0.8492435206
1893	0.8490401847
1894	0.8489158353
1895	0.8487409281
1896	0.848643282
1897	0.8484527706
1898	0.8483770835
1899	0.8482954625
1900	0.8481412792
1901	0.847999907
1902	0.8478722082
1903	0.8477594756
1904	0.8476454463
1905	0.8474371028
1906	0.8472949535
1907	0.8470774926
1908	0.8469740716
1909	0.8468217937
1910	0.8467185512
1911	0.846558552
1912	0.8464857963
1913	0.8463964726
1914	0.8462208738
1915	0.846045241
1916	0.8458763703
1917	0.8457124228
1918	0.8455822768
1919	0.8454254248
1920	0.8453740673
1921	0.8451825893
1922	0.845088936
1923	0.8449881685
1924	0.8448784846
1925	0.8447543991
1926	0.8445989632
1927	0.8444202442
1928	0.8442658354
1929	0.8441211927
1930	0.8440423765
1931	0.8439698856
1932	0.8438563313
1933	0.8437653198
1934	0.8436551017
1935	0.8434758319
1936	0.8433604462
1937	0.843258616
1938	0.8431461214
1939	0.8429978145
1940	0.8427968473
1941	0.8426138712
1942	0.8424678724
1943	0.8423316935
1944	0.8421819885
1945	0.8419998656
1946	0.8419194651
1947	0.8417021112
1948	0.8416250863
1949	0.8414801526
1950	0.8413300367
1951	0.8411703042
1952	0.8409761823
1953	0.8408128979
1954	0.8407378557
1955	0.8406353188
1956	0.8404952847
1957	0.840317224
1958	0.8401422079
1959	0.8399748877
1960	0.83989717
1961	0.8397907183
1962	0.8396891838
1963	0.8395646172
1964	0.8394365471
1965	0.839242899
1966	0.839083247
1967	0.8388850703
1968	0.8387432094
1969	0.8386409249
1970	0.8384915643
1971	0.8384222543
1972	0.8382574791
1973	0.8381167607
1974	0.8379495389
1975	0.8378311097
1976	0.8377268965
1977	0.8375900771
1978	0.8373626882
1979	0.8372433875
1980	0.8371229448
1981	0.8370423145
1982	0.8369145438
1983	0.8367210381
1984	0.8366107884
1985	0.8364471199
1986	0.8363746114
1987	0.8362238225
1988	0.8361072574
1989	0.8360165485
1990	0.8358846585
1991	0.8358027654
1992	0.8356675204
1993	0.8354754275
1994	0.8353714623
1995	0.8352375114
1996	0.8351153001
1997	0.8349830692
1998	0.8348616758
1999	0.8346960141
2000	0.8346203666
